,Date,MainFailure,AssemblyFailure,FailureDescr,TimeLost
2388,2022-08-10 08:45:34,Przegląd_Serwis,praca technologa,,45
2389,2022-08-10 08:48:16,Szkolenie_Spotkanie,trening operatora,st.30,5 godz.
2390,2022-08-10 11:56:31,Przegląd_Serwis,praca technologa,"test wizijny,st.30",5
2391,2022-08-10 12:04:24,Oczekwianie,brakujący komponent,walek 11183563,3
2392,2022-08-10 12:19:35,Przegląd_Serwis,praca technologa,,14
2393,2022-08-10 13:16:38,Szkolenie_Spotkanie,szkolenie,z technologiem dla całej zmiany,32
2394,2022-08-10 13:50:08,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
2395,2022-08-10 14:01:50,Ogolne_Linia,dodatkowa przerwa,,10
2396,2022-08-10 14:09:52,Ogolne_Linia,zapełnianie linii,,10
2397,2022-08-10 14:38:31,Szkolenie_Spotkanie,szkolenie,Szkolenie technologiem od 14.15,25
2398,2022-08-10 15:07:01,Awaria,stacja 50 - test szczelności,"Spad motor krzywo do komory, nie 
mozemy wyciagnac motor. ",2
2399,2022-08-10 16:02:36,Ogolne_Linia,dodatkowa przerwa,klimatyczna,10
2400,2022-08-10 16:21:20,Przegląd_Serwis,wymiana papieru w drukarce,cover film,2
2401,2022-08-10 18:15:10,Przegląd_Serwis,wymiana filtra,wymiana filtra HQ002,7
2402,2022-08-11 06:17:06,Awaria,stacja 60 - KUKA,Erorr log.Brak możliwośći wyjęcia adaptera z gniazda.Zeby Houghton mógł zacząć działać wyłączyliśmy hydraulike.Oczekiwanie na technologa. Adapter został w gniezdzie 420895,20
2403,2022-08-11 06:18:54,Przegląd_Serwis,wymiana filtra,brak całej zmiany.Montaż filtrów Jensen,8 godz.
2404,2022-08-11 14:11:45,Przegląd_Serwis,wymiana filtra,montaż Jensen od 6 rano do 17:50,3 godz.50 min.
2405,2022-08-11 16:51:03,Ogolne_Linia,zapełnianie linii,,10
2406,2022-08-11 20:01:43,Ogolne_Linia,dodatkowa przerwa,klimatyczna,10
2407,2022-08-11 22:06:27,Awaria,stacja 40 - montaż śrub,zablokowana paletka,2
2408,2022-08-11 22:06:31,Szkolenie_Spotkanie,spotkanie z koordynatorem,1 osoby,4
2409,2022-08-11 23:15:13,Awaria,stacja 20 - praska,utknal korpus,3
2410,2022-08-11 23:21:45,Awaria,stacja 20 - praska,utknal korpus,2
2411,2022-08-12 00:17:44,Awaria,stacja 20 - praska,utknal korpus,2
2412,2022-08-12 00:22:13,Awaria,stacja 20 - praska,utknal korpus,2
2413,2022-08-12 00:46:47,Awaria,stacja 60 - cell 2,"cezsc walka utknula w adaptere, naprawa adaptera ",10
2414,2022-08-12 01:00:10,Awaria,stacja 20 - praska,utknal korpus,2
2415,2022-08-12 04:14:50,Awaria,stacja 20 - praska,utknal korpus,4
2416,2022-08-12 04:47:55,Awaria,stacja 20 - praska,utknal korpus,4
2417,2022-08-12 05:02:57,Awaria,stacja 20 - praska,zle ustawia kierunek,
2418,2022-08-12 05:10:12,Awaria,stacja 20 - praska,utknal korpus,2
2419,2022-08-12 05:58:19,Ogolne_Linia,dodatkowa przerwa,dla wóch operatorów,10
2420,2022-08-12 05:58:48,Szkolenie_Spotkanie,trening operatora,"st.30,wypełnianie kart zamówień,braków,do weryfikacji.",8 godz.
2421,2022-08-12 06:25:18,Awaria,stacja 20 - praska,"zabłokowany korpus 11183822,nie dobija tefłonu x 3 ",5
2422,2022-08-12 07:20:45,Awaria,stacja 20 - praska,"zabłokowany korpus 11183822,nie dobija tefłonu",2
2423,2022-08-12 07:36:52,Ogolne_Linia,,"brak 1 operatora od 07:16 do 07:56 ,SMC2",40
2424,2022-08-12 07:59:27,Awaria,stacja 60 - KUKA,zawieszenie robota na st. 80 z motorem i adapterem,2
2425,2022-08-12 08:01:28,Przegląd_Serwis,interwencja DUR,KUKA,39
2426,2022-08-12 10:19:42,Awaria,stacja 20 - praska,"zabłokowany korpus 11183822,nie dobija tefłonu",2
2427,2022-08-12 10:23:45,Awaria,stacja 60 - cell 1,zabłokowany motor OMRx315 w cell. Erorr log,9
2428,2022-08-12 13:42:45,Awaria,stacja 20 - praska,zabłokowany korpus 11183810 przy zaprasowaniu teflona,3
2429,2022-08-12 13:50:37,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
2430,2022-08-12 14:03:40,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
2431,2022-08-12 16:01:25,Ogolne_Linia,dodatkowa przerwa,przerwa termiczna,10
2432,2022-08-12 19:14:40,Awaria,stacja 41 - dokręcanie śrub,"AWARIA st.41 oczekiwanie na 
DUR",12
2433,2022-08-12 20:00:45,Ogolne_Linia,dodatkowa przerwa,przerwa termiczna,10
2434,2022-08-12 21:58:01,Ogolne_Linia,dodatkowa przerwa,1 osoby,10
2435,2022-08-12 23:19:36,Awaria,stacja 41 - dokręcanie śrub,zawieszenie,3
2436,2022-08-13 00:48:19,Awaria,stacja 60 - cell 2,clear error log,10
2437,2022-08-13 00:59:20,Awaria,stacja 20 - praska,utknal korpus,3
2438,2022-08-13 01:11:03,Awaria,stacja 60 - cell 2,clear error log,10
2439,2022-08-13 02:40:13,Awaria,stacja 50 - test szczelności,zawieszenie,4
2440,2022-08-13 02:58:46,IT_Problem,zawieszenie komputera,na st.20,1
2441,2022-08-13 03:51:05,Awaria,stacja 20 - praska,utknal korpus,3
2442,2022-08-13 04:24:32,Przegląd_Serwis,wymiana papieru w drukarce,kalki,10
2443,2022-08-16 06:24:46,IT_Problem,,"brak internetu,awaria drukarki",3god.20
2444,2022-08-16 10:00:23,Ogolne_Linia,,start   linii o god.9-20,20
2445,2022-08-16 10:18:36,Szkolenie_Spotkanie,trening operatora,szkolenie z poka yoki,15
2446,2022-08-16 12:15:38,Awaria,stacja 60 - cell 2,error log,10
2447,2022-08-16 15:57:16,Ogolne_Linia,dodatkowa przerwa,klimatyczna,10
2448,2022-08-16 18:23:50,Awaria,stacja 50 - test szczelności,po testie ta gorna censzcz wznosi sie z silnikiem i on pada na bok,1h22m
2449,2022-08-16 19:57:33,Ogolne_Linia,dodatkowa przerwa,klimatyczna,10
2450,2022-08-16 22:01:15,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
2451,2022-08-16 22:01:31,Szkolenie_Spotkanie,trening operatora,"st.10 i st.20 - 4 godz., st.40 - 42 min",4  godz. 42 min
2452,2022-08-17 01:03:19,Awaria,stacja 20 - praska,zabłokowany korpus 11183810 przy zaprasowaniu teflona,2
2453,2022-08-17 01:19:02,Awaria,stacja 20 - praska,zabłokowany korpus 11183810 przy zaprasowaniu teflona,2
2454,2022-08-17 02:42:45,Awaria,stacja 60 - KUKA,zawieszenie robota z motorem na st. 70. Oczekiwanie na DUR,3 godz. 18 min
2455,2022-08-17 05:59:21,Awaria,stacja 60 - KUKA,"zawieszenie robota z motorem na st.70,oczekiwanie na DUR",4g15m
2456,2022-08-17 12:00:09,Ogolne_Linia,dodatkowa przerwa,przerwa termiczna,10
2457,2022-08-17 12:15:20,Awaria,stacja 60 - KUKA,error  log,7
2458,2022-08-17 12:35:31,,,,
2459,2022-08-17 13:47:55,Awaria,stacja 60 - KUKA,error  log,10
2460,2022-08-17 14:08:46,Awaria,stacja 60 - cell 2,"clear error log, blad na smart padie robota, ktory nie mozemy skasowac, oczekiwanie na technologa",35
2461,2022-08-17 15:05:16,Szkolenie_Spotkanie,szkolenie,z technologem,15
2462,2022-08-17 15:43:47,Awaria,stacja 60 - cell 2,"clear error log, pojawily sie wszystkie mozliwe bledy",3h17m
2463,2022-08-17 15:58:14,Ogolne_Linia,dodatkowa przerwa,klimatyczna,10
2464,2022-08-17 19:57:05,Ogolne_Linia,dodatkowa przerwa,klimatyczna,10
2465,2022-08-17 21:58:09,Szkolenie_Spotkanie,trening operatora,"st.30 - 4 godz., st.10 i st.20 - 4 godz.",8 godz.
2466,2022-08-17 22:21:45,Awaria,stacja 20 - praska,"zabłokowany korpus 11183822, nie dobity teflon",2
2467,2022-08-18 06:04:49,Ogolne_Linia,dodatkowa przerwa,dla 1 operatora,10
2468,2022-08-18 11:05:51,Awaria,stacja 20 - praska,zawieszenie. Dużyodpad na kierunek,10
2469,2022-08-18 11:46:26,Awaria,stacja 20 - praska,zawieszenie koomp.,6
2470,2022-08-18 11:59:22,Ogolne_Linia,dodatkowa przerwa,,10
2471,2022-08-18 13:55:20,Awaria,stacja 60 - KUKA,error log,7
2472,2022-08-18 14:00:44,Awaria,stacja 60 - cell 2,clear error log po pierwszej zmianie,10
2473,2022-08-18 14:15:31,Awaria,stacja 60 - cell 2,"silnik utknal w stancji, robimy clear error log i wyciagamy motor ",10
2474,2022-08-18 14:25:28,Awaria,stacja 60 - cell 2,"znow to samo, bardzo glosno brzmi maszyna, na wszystkich stancjach otadaja motory i wyskakuje blad. Oczekiwanie na technologa. Sciagamy zlecenie, oczekiwanie na przygotowanie nowego materiala",1h 35min
2475,2022-08-18 16:10:39,Ogolne_Linia,dodatkowa przerwa,klimatyczna,10
2476,2022-08-18 16:25:28,Awaria,stacja 60 - KUKA,robot nie bierze motory ze st. hydraulicznych,35
2477,2022-08-18 18:06:51,Przegląd_Serwis,wymiana filtra,HG003 HG002,55
2478,2022-08-18 19:16:13,Awaria,stacja 60 - cell 2,przedluzony testy (1 test 4 min) filtr hg002 byl wymieniony ale dalej pisze ze jest zapchany na 75 procentow,15
2479,2022-08-18 20:13:07,Ogolne_Linia,dodatkowa przerwa,klimatyczna,10
2480,2022-08-18 20:30:04,Awaria,stacja 20 - praska,2 razy po nabiwaniu teflona utknal korpus,4
2481,2022-08-18 20:51:24,Awaria,stacja 20 - praska,utknal korpus,2
2482,2022-08-18 21:35:41,Awaria,stacja 20 - praska,utknal korpus,2
2483,2022-08-18 22:13:47,Szkolenie_Spotkanie,trening operatora,,8 godz
2484,2022-08-18 22:52:04,Ogolne_Linia,rework motoru,2szt z 2 zmiany order 56797397,1
2485,2022-08-18 23:57:46,Ogolne_Linia,dodatkowa przerwa,termiczna,10
2486,2022-08-19 00:37:18,Przegląd_Serwis,wymiana papieru w drukarce,szkolenie nowego pracownika wymiany kalki w drukarce i ustawienie prawidłowego wydruku.,20
2487,2022-08-19 02:07:30,Awaria,stacja 60 - cell 2,error log. Zabłokowny motor w stacji.Oczekiwanie na DUR,10
2488,2022-08-19 02:25:47,Przegląd_Serwis,interwencja DUR,"Sciąganie adaptera z motoru.Order:56797385    W223302617 ,ten motor został zabrany przez DUR ",14
2489,2022-08-19 02:51:44,Awaria,stacja 60 - cell 2,stacja nie może pobrać adaptera do portów olejowych i odrazu wyrzuca błąd na zawieszenie robota.Oczekiwanie na DUR,31
2490,2022-08-19 02:55:38,Awaria,stacja 60 - cell 1,robot wyciągnął motor razem z adapterem na st.napraw.Oczekiwanie na DUR,3 godz. 5 min
2491,2022-08-19 06:04:39,Awaria,stacja 60 - cell 1,"stacja nie może pobrać adaptera do 
portów olejowych i odrazu wyrzuca 
błąd na zawieszenie 
robota.Oczekiwanie na DUR",30
2492,2022-08-19 06:26:19,Awaria,stacja 60 - cell 2,praca na CELLE1 od god.6-30,1god.20
2493,2022-08-19 07:48:59,Przegląd_Serwis,praca technologa,praca tehnologa z naprawy CELLE2,1god.32
2494,2022-08-19 09:22:01,Awaria,stacja 60 - cell 2,praca na CELLE1od god.9-22,1god.16
2495,2022-08-19 10:38:32,Awaria,stacja 60 - KUKA,"zawieszenie robota,praca tehnologa,motor razem z adapterom zablokowany w stacii",60
2496,2022-08-19 11:35:24,Ogolne_Linia,,praca na celle 1od.11-35,
2497,2022-08-19 11:59:02,Ogolne_Linia,dodatkowa przerwa,termiczna,10
2498,2022-08-19 12:22:41,Przegląd_Serwis,praca technologa,wymiana adaptera w st.CELL2,14
2499,2022-08-19 12:31:01,Awaria,stacja 50 - test szczelności,"duży odpad motorów    przez  nolek,praca tehnologa",50
2500,2022-08-19 13:16:27,Awaria,stacja 41 - dokręcanie śrub,wkrętak nie dziala,17
2501,2022-08-19 13:42:34,Przegląd_Serwis,praca technologa,kalibracija EPSON na CELL2,20
2502,2022-08-19 14:05:13,Przegląd_Serwis,praca technologa,kalibracja EPSON cell 2,16
2503,2022-08-19 14:21:19,Ogolne_Linia,,praca cell1,8h
2504,2022-08-19 14:41:36,Awaria,stacja 20 - praska,utknal korpus,3
2505,2022-08-19 14:50:14,Ogolne_Linia,,od 14.50 1 osoba na pakowaniu,7h10min
2506,2022-08-19 20:13:57,Ogolne_Linia,dodatkowa przerwa,klimatyczna,10
2507,2022-08-19 20:34:38,Awaria,stacja 20 - praska,utknal korpus,3
2508,2022-08-19 21:59:08,Awaria,stacja 60 - cell 2,Praca na 1 stacje od 22-6,8 godz.
2509,2022-08-19 21:59:46,Szkolenie_Spotkanie,trening operatora,,8 godz.
2510,2022-08-20 03:55:44,Awaria,stacja 60 - KUKA,zawieszenie robota w st1 od 03:50 Oczekiwanie na DUR,20
2511,2022-08-20 04:15:13,Przegląd_Serwis,interwencja DUR,do 04:25,10
2512,2022-08-22 06:10:14,Ogolne_Linia,stacja 60 - cell 2,praca na cell 1,8h
2513,2022-08-22 09:18:34,Przegląd_Serwis,praca technologa,cell2 ,3h50min
2514,2022-08-22 09:18:49,IT_Problem,zawieszenie komputera,na st gydraulicznych,4
2515,2022-08-22 12:59:39,Awaria,stacja 60 - KUKA,wyskoczyl blad,10
2516,2022-08-22 13:22:19,Przegląd_Serwis,praca technologa,na st. hydraulicznych,10
2517,2022-08-22 14:23:10,Ogolne_Linia,,spóznienie autobusa,20
2518,2022-08-22 14:24:18,Przegląd_Serwis,praca technologa,,7
2519,2022-08-22 14:31:31,Awaria,stacja 60 - cell 2,praca tyłko na cell1 od 14:31 do 22:00,7godz.30min.
2520,2022-08-22 14:51:58,Szkolenie_Spotkanie,trening operatora,,7 godz. 30 min.
2521,2022-08-22 15:04:06,Jakość,wadliwy komponent,11183810 housing. Brak otworów homologicznych,10
2522,2022-08-22 15:08:06,Przegląd_Serwis,praca technologa,,5
2523,2022-08-22 15:21:44,Jakość,selekcja komponentów,11183810 housing,30
2524,2022-08-22 22:02:35,Awaria,stacja 60 - KUKA,Error log,6
2525,2022-08-22 22:28:01,Awaria,stacja 60 - cell 2,,8
2526,2022-08-23 03:45:32,Awaria,stacja 60 - cell 1,"error  log / zablokowany motor test cell 1, zablokowany adapter w cell 1, interwencja DUR",20
2527,2022-08-23 04:50:15,Awaria,stacja 60 - cell 1,"Error log, zablokowany motor test cell 1",6
2528,2022-08-23 05:03:48,Awaria,stacja 20 - praska,zawieszenie,5
2529,2022-08-23 05:45:23,Ogolne_Linia,,praca tylko na celle1,8h
2530,2022-08-23 06:10:57,Ogolne_Linia,,praca na 1 st,8h
2531,2022-08-23 07:08:34,Ogolne_Linia,,"brak WRC listy, material do zrobienia skonczyl sie, nie ma mozliwosci przygotowac nowy",do 8:30
2532,2022-08-23 08:29:22,Awaria,stacja 20 - praska,utknal korpus,2
2533,2022-08-23 11:49:10,IT_Problem,awaria drukarki,"puscilismy zaby, wymienialismy papier w drukarkie, ale wyskoczyl blad, nie mozemy wydrukowac etykiety ",1h
2534,2022-08-23 13:06:41,Awaria,stacja 50 - test szczelności,"wszystko odpadalo na szczelnosc , pokaznik 0",20 m
2535,2022-08-23 13:07:25,Ogolne_Linia,,"sciaganie motorow z linii, pusczanie nowego przewodnika",7
2536,2022-08-23 13:21:36,IT_Problem,,rozerwala sie tasmia w sriodku drukarki,4
2537,2022-08-23 13:31:17,Awaria,,"zpiepszyli sie ustawienia dtukarki, kalibracja",4
2538,2022-08-23 13:37:37,Awaria,,"zpiepszyli sie ustawienia dtukarki, kalibracja,po kalibracji 2-3 sztyki ida ok, a potem znow zjedzaja parametry",23
2539,2022-08-23 13:59:19,Awaria,stacja 60 - cell 2,praca na cell 1,8 godz.
2540,2022-08-23 13:59:48,Szkolenie_Spotkanie,trening operatora,,8 godz.
2541,2022-08-23 14:00:11,Awaria,stacja 30 - montaż silnika,kalibracja drukarki,35
2542,2022-08-23 22:09:39,Awaria,stacja 60 - cell 2,praca tylko na celle 1,2 god
2543,2022-08-24 00:07:33,Awaria,stacja 50 - test szczelności,oczekiwanie na DUR od god.00-08 do konca zmiany,6 god
2544,2022-08-24 06:13:48,Awaria,stacja 50 - test szczelności,"awaria z poprzedniej zmiany, wszystko odpada na szczelnosc, oczekiwanie na DUR",8h
2545,2022-08-24 11:03:36,Przegląd_Serwis,wymiana filtra,HQ002,40
2546,2022-08-24 11:08:06,Awaria,stacja 60 - KUKA,"po testowaniu w st. hydraulicznych, robot nie odbiera motory",10
2547,2022-08-24 14:03:40,Awaria,stacja 50 - test szczelności,z poprzedniej zmiany,8 godz.
2548,2022-08-24 14:09:12,Przegląd_Serwis,interwencja DUR,,8 godz.
2549,2022-08-24 21:58:46,Awaria,stacja 50 - test szczelności,interwencija DUR Z NAPRAWY ST.50,4god
2550,2022-08-25 05:00:06,Awaria,stacja 50 - test szczelności,,8god
2551,2022-08-25 06:03:14,Awaria,stacja 50 - test szczelności,"odpad na szczelnosc, praca DUR",8h
2552,2022-08-25 14:03:38,Awaria,stacja 50 - test szczelności,od poprzedniej zmiany do 18:52,4godz 52m
2553,2022-08-25 16:05:54,Ogolne_Linia,zapełnianie linii,,10
2554,2022-08-25 18:59:35,Awaria,stacja 60 - cell 2,od 14:00,8godz.
2555,2022-08-25 22:12:22,Awaria,stacja 60 - cell 2,praca tylko na CELLE1,8h
2556,2022-08-26 00:01:30,Awaria,stacja 60 - cell 1,error log x2,8
2557,2022-08-26 05:09:41,Awaria,stacja 50 - test szczelności,"duzy odpad,każda sztuka,oczekiwanie na DUR",50
2558,2022-08-26 06:04:31,Awaria,stacja 50 - test szczelności,"awaria z poprzedniej zmiany, wszystko odpada na szczelnosc",8h
2559,2022-08-26 14:04:51,Awaria,,awaria z poprzedniej zmiany,8 godz
2560,2022-08-26 14:04:54,Przegląd_Serwis,interwencja DUR,do 16:00,2 godz
2561,2022-08-29 05:44:54,Awaria,stacja 50 - test szczelności,do 08:20,2godz.20 min.
2562,2022-08-29 05:45:13,Awaria,stacja 60 - cell 2,praca tylko na 1 stacje,8 godz.
2563,2022-08-29 05:55:32,Awaria,stacja 60 - cell 1,error log,10
2564,2022-08-29 06:41:14,Ogolne_Linia,,brak operatora na stancji napraw,8 godz.
2565,2022-08-29 07:45:20,Przegląd_Serwis,interwencja DUR,razem z technologiem do 09:00,1 godz.15
2566,2022-08-29 08:56:32,Szkolenie_Spotkanie,trening operatora,szkolenie operatora na st.napraw,5 godz.
2567,2022-08-29 12:32:37,Awaria,stacja 60 - cell 1,zabłokowany motor w stacji.Error Log,10 min.
2568,2022-08-29 14:11:18,Ogolne_Linia,,praca tylko na CELLE1,8h
2569,2022-08-29 15:11:39,Awaria,stacja 60 - cell 1,ERROR LOG,5
2570,2022-08-29 15:38:09,Awaria,stacja 60 - cell 1,ERROR LOG X2,9
2571,2022-08-29 22:01:36,Awaria,stacja 60 - cell 2,praca tyłko na cell1,8 godz.
2572,2022-08-29 23:13:32,Awaria,stacja 60 - cell 1,motor zabłokowany w cell 1,8
2573,2022-08-29 23:21:42,Przegląd_Serwis,interwencja DUR,"uszkodżony klucz shaft adaptera 420895, adapter wział DUR",9
2574,2022-08-30 00:34:43,Awaria,stacja 80 - dokręcanie korków,"zawieszenie robota z motorzem i adapterem, oczekiwanie na DUR",2 godz. 6 min
2575,2022-08-30 02:40:25,Przegląd_Serwis,interwencja DUR,,10
2576,2022-08-30 02:50:29,Awaria,stacja 60 - cell 1,stół się nie obraca w cell,5
2577,2022-08-30 02:55:37,Przegląd_Serwis,interwencja DUR,,18
2578,2022-08-30 04:49:48,Awaria,stacja 20 - praska,zabłokowany korpus przy zaprasowaniu teflona,2
2579,2022-08-30 05:18:20,Awaria,stacja 41 - dokręcanie śrub,zawieszenie stancji,4
2580,2022-08-30 05:22:35,Przegląd_Serwis,interwencja DUR,,3
2581,2022-08-30 06:01:09,Awaria,stacja 60 - cell 2,Praca na 1 stacje,8 godz.
2582,2022-08-30 06:04:34,Awaria,stacja 60 - cell 1,zawieszenie Epsona.Error Log,10
2583,2022-08-30 06:19:33,Awaria,stacja 60 - cell 1,robot wyciągnął motor razem z adapterem.Oczekiwanie na DUR,28
2584,2022-08-30 06:59:38,Przegląd_Serwis,interwencja DUR,,11
2585,2022-08-30 07:21:25,Jakość,wadliwy komponent,11183810 wadłiwy korpus,2
2586,2022-08-30 07:33:56,Awaria,stacja 60 - cell 1,robot wyciagnął motor razem z adapterem.Oczekiwanie na DUR,27
2587,2022-08-30 08:05:56,Przegląd_Serwis,praca technologa,Error Log,10
2588,2022-08-30 08:17:50,Awaria,stacja 60 - cell 1,zawieszenie Epsona.Error Log,4
2589,2022-08-30 08:21:37,Przegląd_Serwis,praca technologa,Kalibracja gniazda na cell1,8
2590,2022-08-30 10:10:40,Przegląd_Serwis,praca technologa,zewnętrzny serwis EPSON od 10:00,4 godz.
2591,2022-08-30 14:01:54,Przegląd_Serwis,praca technologa,,5
2592,2022-08-30 14:36:13,Awaria,stacja 55 - winda,zablokowana,3
2593,2022-08-30 14:37:42,Awaria,stacja 50 - test szczelności,zablokowana,4
2594,2022-08-30 14:38:14,Awaria,stacja 41 - dokręcanie śrub,zablokowana,4
2595,2022-08-30 14:38:37,Szkolenie_Spotkanie,trening operatora,8 godzin ,8
2596,2022-08-30 14:45:40,Awaria,stacja 60 - cell 2,8 godzin ,8
2597,2022-08-30 21:59:55,Awaria,stacja 60 - cell 2,praca tyłko na cell1,8 godz
2598,2022-08-31 01:26:35,Awaria,stacja 20 - praska,korpus utknal,2
2599,2022-08-31 01:31:31,Ogolne_Linia,,wymiana cover filma st.40,3
2600,2022-08-31 05:59:44,Awaria,stacja 60 - cell 2,praca na 1 stacje. Awaria Epson,8 godz.
2601,2022-08-31 07:49:02,Awaria,stacja 41 - dokręcanie śrub,zawieszenie,10
2602,2022-08-31 07:59:18,Przegląd_Serwis,praca technologa,kalibracja Epson do 14:00,6 godz.
2603,2022-08-31 13:57:40,Awaria,stacja 60 - cell 2, kalibracija EPSON,50
2604,2022-08-31 14:01:02,Szkolenie_Spotkanie,trening operatora,8godzin,8
2605,2022-08-31 15:02:07,Awaria,stacja 20 - praska,zawieszenie motoru ,10
2606,2022-08-31 15:44:32,Awaria,stacja 20 - praska,zawieszenie motoru ,2
2607,2022-08-31 17:00:26,Jakość,duży odpad,na kirenek/ nolek- 6 motorów ok,10
2608,2022-08-31 19:00:51,Jakość,duży odpad,nolek,3
2609,2022-09-01 08:01:31,Awaria,stacja 20 - praska,zawieszenie stacji po zaprasowaniu teflona,2
2610,2022-09-01 08:52:59,Przegląd_Serwis,interwencja DUR,"praca trechnologa,kalibracja EPSON dla ŻAB, SPEEDSENSOR. Do 14:00",8
2611,2022-09-01 11:40:36,Awaria,stacja 60 - KUKA, Zawieszenie.Error Log,10
2612,2022-09-01 12:43:42,,,,
2613,2022-09-01 13:59:03,Przegląd_Serwis,praca technologa,kalibracija EPSON,26
2614,2022-09-01 14:53:58,Szkolenie_Spotkanie,trening operatora,8 godzin,8
2615,2022-09-01 15:40:36,Awaria,stacja 60 - KUKA,error  log,8
2616,2022-09-01 21:32:58,Awaria,stacja 60 - KUKA,error  log,3
2617,2022-09-01 21:37:35,Awaria,stacja 20 - praska,zawieszenie housing ,10
2618,2022-09-01 13:59:03,Przegląd_Serwis,praca technologa,kalibracija EPSON,26
2619,2022-09-01 14:53:58,Szkolenie_Spotkanie,trening operatora,8 godzin,8
2620,2022-09-01 15:40:36,Awaria,stacja 60 - KUKA,error  log,8
2621,2022-09-01 21:32:58,Awaria,stacja 60 - KUKA,error  log,3
2622,2022-09-01 21:37:35,Awaria,stacja 20 - praska,zawieszenie housing ,10
2623,2022-09-01 23:22:07,Przegląd_Serwis,wymiana filtra,HQ003 do 00:09,47
2624,2022-09-02 00:14:26,Ogolne_Linia,,zawieszenie robota na st napraw,2
2625,2022-09-02 09:16:08,Awaria,stacja 20 - praska,zawieszenie i restart monitora,*
2626,2022-09-02 10:01:08,Awaria,stacja 60 - cell 2,Praca na jedną celle (4) kod motoru 11185636-56 szt. do 11:40,1godz.40min.
2627,2022-09-02 12:09:00,Przegląd_Serwis,praca technologa,ustawienie prowadnic na cell 2 dla motorów OMPWz wsparciem DUR,1godz.51min.
2628,2022-09-02 14:01:51,Szkolenie_Spotkanie,trening operatora,szkolenie operatora,8h
2629,2022-09-02 15:57:50,Przegląd_Serwis,praca technologa,,8m
2630,2022-09-02 16:23:25,Przegląd_Serwis,wymiana papieru w drukarce,kalibracija oraz wymiana etykety,15
2631,2022-09-02 17:10:36,,,,
2632,2022-09-05 06:26:59,Ogolne_Linia,,testy raz w tygodnu,25
2633,2022-09-05 07:58:16,Ogolne_Linia,zapełnianie linii,rework motorów x3,6
2634,2022-09-05 12:25:39,Jakość,,kalibracija etykety,6
2635,2022-09-05 12:33:01,Awaria,stacja 20 - praska,korpus zablokówany na trzpienu praski,5
2636,2022-09-05 16:47:14,Ogolne_Linia,,zawieszenie robota,4
2637,2022-09-05 21:02:16,Awaria,stacja 60 - cell 2,"praca na 1 celle (4), 56802963-pilne zamowienie, wyciek z adaptera do korpusa 11180433",60
2638,2022-09-05 21:50:58,Ogolne_Linia,dodatkowa przerwa,dła 1 operatora,10
2639,2022-09-05 21:56:15,Awaria,stacja 60 - cell 2,praca na jedną celle. (4) 11185489  Korpus 11180433 od 22:00 do 00:25,2godz.25 min.
2640,2022-09-06 01:28:23,Przegląd_Serwis,wymiana papieru w drukarce,kalka(szkolenie nowego operatora)Oczekiwanie na kalke.Kalibracja,12
2641,2022-09-06 05:38:00,Awaria,stacja 60 - KUKA,zawieszenie x 3 razy,5
2642,2022-09-06 06:02:52,Szkolenie_Spotkanie,trening operatora,,8h
2643,2022-09-06 08:45:02,Przegląd_Serwis,,wymiana coverfilma,3
2644,2022-09-06 13:59:47,Przegląd_Serwis,wymiana filtra,"interwencja Houghton, planowa  wymiana wszystkih filtrow",42
2645,2022-09-06 15:42:40,Przegląd_Serwis,wymiana papieru w drukarce,tasma urwala sie ,3
2646,2022-09-06 19:31:48,Awaria,stacja 60 - KUKA,zawieszenie robota w cell2 z motorem,24
2647,2022-09-06 19:55:40,Przegląd_Serwis,interwencja DUR,,16
2648,2022-09-06 20:11:40,Ogolne_Linia,,wymiana walkow w morah 11186674 z 11183556 na 11183554,3
2649,2022-09-07 01:15:33,Awaria,stacja 60 - KUKA,robot wyciągnął motor razem z adapterem.Oczekiwanie na DUR,7
2650,2022-09-07 01:22:13,Przegląd_Serwis,interwencja DUR,error Log.Motor z zabłokowanym adapterem został przekazany na narzędziownie.Adapter wymieniliśmy na zapasowy.,18
2651,2022-09-07 03:35:44,Awaria,stacja 60 - cell 1,ERROR Log.Motor  zabłokowany w cell1.nie możemy dokończyć Error przez błąd KK117a/b.Oczekiwanie na DUR,10
2652,2022-09-07 04:07:47,Przegląd_Serwis,interwencja DUR,"Błąd nie znika,interwencja DUR nie powiodła się.",10
2653,2022-09-07 04:52:19,Przegląd_Serwis,interwencja DUR,Automatyk. Bez powodzenia,38
2654,2022-09-07 06:03:26,Awaria,stacja 60 - cell 1,ERROR Log.Motor zabłokowany w cell1.nie możemy dokończyć Error przez błąd KK117a/b.Oczekiwanie na DUR,20
2655,2022-09-07 06:26:54,Przegląd_Serwis,interwencja DUR,Z NAPRAWY CELL1,8h
2656,2022-09-07 13:15:04,,,,
2657,2022-09-07 13:15:27,,,,
2658,2022-09-07 13:15:33,,,,
2659,2022-09-07 13:59:43,Awaria,stacja 60 - cell 1,awaria z poprzednej zmiany,8 godz.
